instant,date,season,year,month,hour,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,total_count,bln,musim,cuaca
4432,2011-07-08,3,0,7,13,0,5,Weekday,2,0.78,0.7576,0.66,0.2836,54,175,229,Jul,Fall,Cloudy
4433,2011-07-08,3,0,7,14,0,5,Weekday,2,0.8,0.7879,0.63,0.3582,53,163,216,Jul,Fall,Cloudy
4434,2011-07-08,3,0,7,15,0,5,Weekday,2,0.8,0.7879,0.63,0.3582,39,102,141,Jul,Fall,Cloudy
4435,2011-07-08,3,0,7,16,0,5,Weekday,3,0.68,0.6364,0.83,0.4478,27,105,132,Jul,Fall,Light Snow
4436,2011-07-08,3,0,7,17,0,5,Weekday,3,0.66,0.5909,0.89,0.4478,6,161,167,Jul,Fall,Light Snow
4437,2011-07-08,3,0,7,18,0,5,Weekday,1,0.66,0.6061,0.83,0.0896,35,281,316,Jul,Fall,Clear
4438,2011-07-08,3,0,7,19,0,5,Weekday,1,0.66,0.6061,0.83,0.0896,45,225,270,Jul,Fall,Clear
4439,2011-07-08,3,0,7,20,0,5,Weekday,1,0.66,0.6061,0.83,0.1642,30,220,250,Jul,Fall,Clear
4440,2011-07-08,3,0,7,21,0,5,Weekday,2,0.66,0.6061,0.83,0.2537,46,158,204,Jul,Fall,Cloudy
4441,2011-07-08,3,0,7,22,0,5,Weekday,2,0.66,0.6061,0.78,0.194,33,136,169,Jul,Fall,Cloudy
4442,2011-07-08,3,0,7,23,0,5,Weekday,2,0.66,0.6061,0.78,0.0896,40,111,151,Jul,Fall,Cloudy
4443,2011-07-09,3,0,7,0,0,6,Weekend,2,0.66,0.6061,0.83,0.1343,31,90,121,Jul,Fall,Cloudy
4444,2011-07-09,3,0,7,1,0,6,Weekend,2,0.64,0.5758,0.89,0.1045,5,48,53,Jul,Fall,Cloudy
4445,2011-07-09,3,0,7,2,0,6,Weekend,1,0.64,0.5758,0.89,0.1642,12,43,55,Jul,Fall,Clear
4446,2011-07-09,3,0,7,3,0,6,Weekend,1,0.64,0.5758,0.89,0.1343,7,23,30,Jul,Fall,Clear
4447,2011-07-09,3,0,7,4,0,6,Weekend,1,0.64,0.5758,0.83,0.2239,2,4,6,Jul,Fall,Clear
4448,2011-07-09,3,0,7,5,0,6,Weekend,2,0.62,0.5606,0.88,0.1642,4,11,15,Jul,Fall,Cloudy
4449,2011-07-09,3,0,7,6,0,6,Weekend,2,0.64,0.5758,0.83,0.194,11,27,38,Jul,Fall,Cloudy
4450,2011-07-09,3,0,7,7,0,6,Weekend,1,0.66,0.6061,0.78,0.194,21,50,71,Jul,Fall,Clear
4451,2011-07-09,3,0,7,8,0,6,Weekend,1,0.7,0.6515,0.7,0.2537,68,114,182,Jul,Fall,Clear
4452,2011-07-09,3,0,7,9,0,6,Weekend,1,0.74,0.6818,0.58,0.2836,77,170,247,Jul,Fall,Clear
4453,2011-07-09,3,0,7,10,0,6,Weekend,1,0.76,0.697,0.52,0.1642,87,177,264,Jul,Fall,Clear
4454,2011-07-09,3,0,7,11,0,6,Weekend,1,0.78,0.697,0.46,0.2985,101,189,290,Jul,Fall,Clear
4455,2011-07-09,3,0,7,12,0,6,Weekend,1,0.8,0.7273,0.46,0.2537,145,221,366,Jul,Fall,Clear
4456,2011-07-09,3,0,7,13,0,6,Weekend,1,0.82,0.7424,0.41,0.2239,167,249,416,Jul,Fall,Clear
4457,2011-07-09,3,0,7,14,0,6,Weekend,1,0.84,0.7424,0.36,0.1343,158,215,373,Jul,Fall,Clear
4458,2011-07-09,3,0,7,15,0,6,Weekend,1,0.84,0.7273,0.34,0.0896,182,220,402,Jul,Fall,Clear
4459,2011-07-09,3,0,7,16,0,6,Weekend,1,0.82,0.7273,0.38,0.0,171,245,416,Jul,Fall,Clear
4460,2011-07-09,3,0,7,17,0,6,Weekend,1,0.84,0.7273,0.32,0.0,160,241,401,Jul,Fall,Clear
4461,2011-07-09,3,0,7,18,0,6,Weekend,1,0.82,0.7273,0.36,0.1045,132,246,378,Jul,Fall,Clear
4462,2011-07-09,3,0,7,19,0,6,Weekend,1,0.76,0.697,0.55,0.1642,128,178,306,Jul,Fall,Clear
4463,2011-07-09,3,0,7,20,0,6,Weekend,1,0.76,0.7121,0.58,0.2239,129,185,314,Jul,Fall,Clear
4464,2011-07-09,3,0,7,21,0,6,Weekend,1,0.74,0.6818,0.58,0.1642,83,155,238,Jul,Fall,Clear
4465,2011-07-09,3,0,7,22,0,6,Weekend,1,0.72,0.6818,0.62,0.1642,60,154,214,Jul,Fall,Clear
4466,2011-07-09,3,0,7,23,0,6,Weekend,1,0.72,0.6667,0.58,0.194,47,93,140,Jul,Fall,Clear
4467,2011-07-10,3,0,7,0,0,0,Weekend,1,0.7,0.6515,0.61,0.1642,42,112,154,Jul,Fall,Clear
4468,2011-07-10,3,0,7,1,0,0,Weekend,1,0.7,0.6515,0.61,0.1343,19,94,113,Jul,Fall,Clear
4469,2011-07-10,3,0,7,2,0,0,Weekend,1,0.68,0.6364,0.69,0.0896,28,68,96,Jul,Fall,Clear
4470,2011-07-10,3,0,7,3,0,0,Weekend,1,0.66,0.6212,0.74,0.0896,6,19,25,Jul,Fall,Clear
4471,2011-07-10,3,0,7,4,0,0,Weekend,1,0.66,0.6212,0.69,0.0896,0,5,5,Jul,Fall,Clear
4472,2011-07-10,3,0,7,5,0,0,Weekend,1,0.66,0.6212,0.74,0.0,7,10,17,Jul,Fall,Clear
4473,2011-07-10,3,0,7,6,0,0,Weekend,1,0.64,0.5909,0.78,0.0896,8,17,25,Jul,Fall,Clear
4474,2011-07-10,3,0,7,7,0,0,Weekend,1,0.7,0.6515,0.7,0.0896,27,38,65,Jul,Fall,Clear
4475,2011-07-10,3,0,7,8,0,0,Weekend,1,0.72,0.6818,0.66,0.0,27,65,92,Jul,Fall,Clear
4476,2011-07-10,3,0,7,9,0,0,Weekend,1,0.74,0.697,0.66,0.0896,62,107,169,Jul,Fall,Clear
4477,2011-07-10,3,0,7,10,0,0,Weekend,1,0.76,0.697,0.55,0.1343,95,173,268,Jul,Fall,Clear
4478,2011-07-10,3,0,7,11,0,0,Weekend,1,0.78,0.7273,0.55,0.194,110,177,287,Jul,Fall,Clear
4479,2011-07-10,3,0,7,12,0,0,Weekend,1,0.82,0.7576,0.46,0.2836,133,244,377,Jul,Fall,Clear
4480,2011-07-10,3,0,7,13,0,0,Weekend,1,0.8,0.7273,0.46,0.2985,139,228,367,Jul,Fall,Clear
4481,2011-07-10,3,0,7,14,0,0,Weekend,1,0.82,0.7424,0.41,0.3284,122,227,349,Jul,Fall,Clear
4482,2011-07-10,3,0,7,15,0,0,Weekend,1,0.84,0.7424,0.39,0.2836,142,219,361,Jul,Fall,Clear
4483,2011-07-10,3,0,7,16,0,0,Weekend,1,0.84,0.7576,0.41,0.2836,128,244,372,Jul,Fall,Clear
4484,2011-07-10,3,0,7,17,0,0,Weekend,1,0.84,0.7424,0.36,0.2239,146,217,363,Jul,Fall,Clear
4485,2011-07-10,3,0,7,18,0,0,Weekend,1,0.82,0.7424,0.43,0.2836,141,222,363,Jul,Fall,Clear
4486,2011-07-10,3,0,7,19,0,0,Weekend,1,0.8,0.7424,0.49,0.3284,120,183,303,Jul,Fall,Clear
4487,2011-07-10,3,0,7,20,0,0,Weekend,1,0.76,0.697,0.55,0.194,101,167,268,Jul,Fall,Clear
4488,2011-07-10,3,0,7,21,0,0,Weekend,1,0.74,0.6818,0.62,0.2537,65,162,227,Jul,Fall,Clear
4489,2011-07-10,3,0,7,22,0,0,Weekend,1,0.74,0.697,0.66,0.2239,56,87,143,Jul,Fall,Clear
4490,2011-07-10,3,0,7,23,0,0,Weekend,1,0.72,0.6818,0.66,0.2537,19,53,72,Jul,Fall,Clear
4491,2011-07-11,3,0,7,0,0,1,Weekday,1,0.7,0.6515,0.65,0.194,10,25,35,Jul,Fall,Clear
4492,2011-07-11,3,0,7,1,0,1,Weekday,1,0.7,0.6515,0.61,0.2836,5,5,10,Jul,Fall,Clear
4493,2011-07-11,3,0,7,2,0,1,Weekday,1,0.7,0.6515,0.61,0.2239,8,4,12,Jul,Fall,Clear
4494,2011-07-11,3,0,7,3,0,1,Weekday,1,0.68,0.6364,0.65,0.1642,2,8,10,Jul,Fall,Clear
4495,2011-07-11,3,0,7,4,0,1,Weekday,1,0.66,0.6212,0.74,0.2239,0,4,4,Jul,Fall,Clear
4496,2011-07-11,3,0,7,5,0,1,Weekday,1,0.66,0.6212,0.74,0.1343,5,21,26,Jul,Fall,Clear
4497,2011-07-11,3,0,7,6,0,1,Weekday,1,0.68,0.6364,0.74,0.194,19,102,121,Jul,Fall,Clear
4498,2011-07-11,3,0,7,7,0,1,Weekday,1,0.7,0.6667,0.74,0.2537,28,289,317,Jul,Fall,Clear
4499,2011-07-11,3,0,7,8,0,1,Weekday,1,0.74,0.697,0.66,0.2836,35,385,420,Jul,Fall,Clear
4500,2011-07-11,3,0,7,9,0,1,Weekday,1,0.78,0.7424,0.59,0.2985,41,167,208,Jul,Fall,Clear
4501,2011-07-11,3,0,7,10,0,1,Weekday,1,0.8,0.7576,0.55,0.3582,44,73,117,Jul,Fall,Clear
4502,2011-07-11,3,0,7,11,0,1,Weekday,1,0.82,0.7879,0.56,0.2985,39,89,128,Jul,Fall,Clear
4503,2011-07-11,3,0,7,12,0,1,Weekday,1,0.84,0.803,0.53,0.2836,40,108,148,Jul,Fall,Clear
4504,2011-07-11,3,0,7,13,0,1,Weekday,1,0.86,0.8182,0.5,0.2537,22,119,141,Jul,Fall,Clear
4505,2011-07-11,3,0,7,14,0,1,Weekday,1,0.86,0.8333,0.53,0.2836,40,94,134,Jul,Fall,Clear
4506,2011-07-11,3,0,7,15,0,1,Weekday,1,0.86,0.8485,0.56,0.4179,38,108,146,Jul,Fall,Clear
4507,2011-07-11,3,0,7,16,0,1,Weekday,1,0.86,0.8485,0.56,0.3881,57,182,239,Jul,Fall,Clear
4508,2011-07-11,3,0,7,17,0,1,Weekday,1,0.86,0.8485,0.56,0.4179,59,455,514,Jul,Fall,Clear
4509,2011-07-11,3,0,7,18,0,1,Weekday,1,0.86,0.8333,0.53,0.3881,57,415,472,Jul,Fall,Clear
4510,2011-07-11,3,0,7,19,0,1,Weekday,1,0.84,0.8333,0.59,0.3284,80,293,373,Jul,Fall,Clear
4511,2011-07-11,3,0,7,20,0,1,Weekday,1,0.72,0.697,0.74,0.4179,42,194,236,Jul,Fall,Clear
4512,2011-07-11,3,0,7,21,0,1,Weekday,1,0.7,0.6667,0.79,0.4179,21,109,130,Jul,Fall,Clear
4513,2011-07-11,3,0,7,22,0,1,Weekday,1,0.72,0.697,0.74,0.1343,20,70,90,Jul,Fall,Clear
4514,2011-07-11,3,0,7,23,0,1,Weekday,1,0.7,0.6667,0.79,0.1343,11,44,55,Jul,Fall,Clear
4515,2011-07-12,3,0,7,0,0,2,Weekday,1,0.7,0.6667,0.79,0.1343,3,19,22,Jul,Fall,Clear
4516,2011-07-12,3,0,7,1,0,2,Weekday,1,0.7,0.6667,0.79,0.0896,6,8,14,Jul,Fall,Clear
4517,2011-07-12,3,0,7,2,0,2,Weekday,1,0.7,0.6667,0.79,0.1045,2,7,9,Jul,Fall,Clear
4518,2011-07-12,3,0,7,3,0,2,Weekday,2,0.7,0.6667,0.79,0.0,2,6,8,Jul,Fall,Cloudy
4519,2011-07-12,3,0,7,4,0,2,Weekday,1,0.7,0.6667,0.79,0.1642,0,6,6,Jul,Fall,Clear
4520,2011-07-12,3,0,7,5,0,2,Weekday,1,0.7,0.6667,0.79,0.0896,4,21,25,Jul,Fall,Clear
4521,2011-07-12,3,0,7,6,0,2,Weekday,1,0.74,0.6818,0.58,0.2239,13,102,115,Jul,Fall,Clear
4522,2011-07-12,3,0,7,7,0,2,Weekday,1,0.76,0.697,0.55,0.194,29,301,330,Jul,Fall,Clear
4523,2011-07-12,3,0,7,8,0,2,Weekday,1,0.76,0.7121,0.58,0.2239,35,382,417,Jul,Fall,Clear
4524,2011-07-12,3,0,7,9,0,2,Weekday,1,0.78,0.7273,0.55,0.4925,27,149,176,Jul,Fall,Clear
4525,2011-07-12,3,0,7,10,0,2,Weekday,1,0.82,0.7727,0.52,0.1642,38,85,123,Jul,Fall,Clear
4526,2011-07-12,3,0,7,11,0,2,Weekday,1,0.82,0.7727,0.52,0.1642,39,86,125,Jul,Fall,Clear
4527,2011-07-12,3,0,7,12,0,2,Weekday,1,0.86,0.7879,0.44,0.2985,38,125,163,Jul,Fall,Clear
4528,2011-07-12,3,0,7,13,0,2,Weekday,1,0.86,0.803,0.47,0.2239,32,104,136,Jul,Fall,Clear
4529,2011-07-12,3,0,7,14,0,2,Weekday,1,0.9,0.8485,0.42,0.2985,33,91,124,Jul,Fall,Clear
4530,2011-07-12,3,0,7,15,0,2,Weekday,1,0.9,0.8485,0.42,0.3582,37,111,148,Jul,Fall,Clear
4531,2011-07-12,3,0,7,16,0,2,Weekday,1,0.86,0.7879,0.44,0.2836,25,177,202,Jul,Fall,Clear
4532,2011-07-12,3,0,7,17,0,2,Weekday,1,0.88,0.8182,0.44,0.2836,48,380,428,Jul,Fall,Clear
4533,2011-07-12,3,0,7,18,0,2,Weekday,1,0.86,0.803,0.47,0.2985,39,472,511,Jul,Fall,Clear
4534,2011-07-12,3,0,7,19,0,2,Weekday,1,0.84,0.7576,0.44,0.2836,42,295,337,Jul,Fall,Clear
4535,2011-07-12,3,0,7,20,0,2,Weekday,1,0.82,0.7424,0.43,0.194,57,251,308,Jul,Fall,Clear
4536,2011-07-12,3,0,7,21,0,2,Weekday,1,0.82,0.7424,0.43,0.1045,49,209,258,Jul,Fall,Clear
4537,2011-07-12,3,0,7,22,0,2,Weekday,1,0.8,0.7273,0.46,0.1343,44,150,194,Jul,Fall,Clear
4538,2011-07-12,3,0,7,23,0,2,Weekday,1,0.78,0.7121,0.52,0.0,20,59,79,Jul,Fall,Clear
4539,2011-07-13,3,0,7,0,0,3,Weekday,1,0.76,0.7121,0.62,0.0,9,37,46,Jul,Fall,Clear
4540,2011-07-13,3,0,7,1,0,3,Weekday,1,0.76,0.697,0.55,0.0,1,11,12,Jul,Fall,Clear
4541,2011-07-13,3,0,7,2,0,3,Weekday,1,0.76,0.697,0.55,0.0,2,3,5,Jul,Fall,Clear
4542,2011-07-13,3,0,7,3,0,3,Weekday,1,0.74,0.6818,0.58,0.194,0,4,4,Jul,Fall,Clear
4543,2011-07-13,3,0,7,4,0,3,Weekday,1,0.74,0.6818,0.58,0.2537,0,5,5,Jul,Fall,Clear
4544,2011-07-13,3,0,7,5,0,3,Weekday,1,0.74,0.6818,0.58,0.194,4,22,26,Jul,Fall,Clear
4545,2011-07-13,3,0,7,6,0,3,Weekday,1,0.74,0.6818,0.58,0.1642,18,103,121,Jul,Fall,Clear
4546,2011-07-13,3,0,7,7,0,3,Weekday,1,0.76,0.697,0.55,0.2537,32,281,313,Jul,Fall,Clear
4547,2011-07-13,3,0,7,8,0,3,Weekday,1,0.8,0.7424,0.49,0.2537,31,418,449,Jul,Fall,Clear
4548,2011-07-13,3,0,7,9,0,3,Weekday,1,0.82,0.7424,0.41,0.194,23,163,186,Jul,Fall,Clear
4549,2011-07-13,3,0,7,10,0,3,Weekday,1,0.82,0.7576,0.46,0.194,33,80,113,Jul,Fall,Clear
4550,2011-07-13,3,0,7,11,0,3,Weekday,1,0.84,0.7424,0.39,0.1642,55,110,165,Jul,Fall,Clear
4551,2011-07-13,3,0,7,12,0,3,Weekday,1,0.84,0.7576,0.41,0.2836,40,134,174,Jul,Fall,Clear
4552,2011-07-13,3,0,7,13,0,3,Weekday,3,0.82,0.7576,0.46,0.1343,39,119,158,Jul,Fall,Light Snow
4553,2011-07-13,3,0,7,14,0,3,Weekday,3,0.82,0.7576,0.46,0.1343,27,89,116,Jul,Fall,Light Snow
4554,2011-07-13,3,0,7,15,0,3,Weekday,3,0.64,0.5606,0.94,0.1343,13,33,46,Jul,Fall,Light Snow
4555,2011-07-13,3,0,7,16,0,3,Weekday,2,0.66,0.5909,0.89,0.0,23,118,141,Jul,Fall,Cloudy
4556,2011-07-13,3,0,7,17,0,3,Weekday,1,0.7,0.6667,0.79,0.0,70,418,488,Jul,Fall,Clear
4557,2011-07-13,3,0,7,18,0,3,Weekday,1,0.72,0.697,0.79,0.1343,51,412,463,Jul,Fall,Clear
4558,2011-07-13,3,0,7,19,0,3,Weekday,1,0.7,0.6667,0.79,0.1045,79,340,419,Jul,Fall,Clear
4559,2011-07-13,3,0,7,20,0,3,Weekday,1,0.7,0.6667,0.84,0.1642,61,281,342,Jul,Fall,Clear
4560,2011-07-13,3,0,7,21,0,3,Weekday,1,0.7,0.6667,0.79,0.1045,56,194,250,Jul,Fall,Clear
4561,2011-07-13,3,0,7,22,0,3,Weekday,1,0.68,0.6364,0.83,0.194,48,136,184,Jul,Fall,Clear
4562,2011-07-13,3,0,7,23,0,3,Weekday,1,0.66,0.6061,0.83,0.2537,33,83,116,Jul,Fall,Clear
4563,2011-07-14,3,0,7,0,0,4,Weekday,1,0.66,0.6212,0.69,0.2985,14,32,46,Jul,Fall,Clear
4564,2011-07-14,3,0,7,1,0,4,Weekday,1,0.66,0.6212,0.61,0.2537,4,21,25,Jul,Fall,Clear
4565,2011-07-14,3,0,7,2,0,4,Weekday,1,0.64,0.6212,0.57,0.2985,3,7,10,Jul,Fall,Clear
4566,2011-07-14,3,0,7,3,0,4,Weekday,1,0.62,0.6212,0.57,0.2985,1,5,6,Jul,Fall,Clear
4567,2011-07-14,3,0,7,4,0,4,Weekday,1,0.62,0.6212,0.53,0.2537,0,6,6,Jul,Fall,Clear
4568,2011-07-14,3,0,7,5,0,4,Weekday,1,0.6,0.6212,0.56,0.2239,6,22,28,Jul,Fall,Clear
4569,2011-07-14,3,0,7,6,0,4,Weekday,1,0.6,0.6061,0.6,0.2239,14,116,130,Jul,Fall,Clear
4570,2011-07-14,3,0,7,7,0,4,Weekday,1,0.62,0.6212,0.53,0.2537,23,311,334,Jul,Fall,Clear
4571,2011-07-14,3,0,7,8,0,4,Weekday,1,0.64,0.6212,0.5,0.3582,53,433,486,Jul,Fall,Clear
4572,2011-07-14,3,0,7,9,0,4,Weekday,1,0.68,0.6364,0.47,0.2836,29,195,224,Jul,Fall,Clear
4573,2011-07-14,3,0,7,10,0,4,Weekday,1,0.7,0.6364,0.42,0.2537,32,95,127,Jul,Fall,Clear
4574,2011-07-14,3,0,7,11,0,4,Weekday,1,0.72,0.6515,0.37,0.2239,38,110,148,Jul,Fall,Clear
4575,2011-07-14,3,0,7,12,0,4,Weekday,1,0.74,0.6515,0.35,0.2537,51,172,223,Jul,Fall,Clear
4576,2011-07-14,3,0,7,13,0,4,Weekday,1,0.76,0.6667,0.33,0.3284,39,138,177,Jul,Fall,Clear
4577,2011-07-14,3,0,7,14,0,4,Weekday,1,0.74,0.6515,0.35,0.2836,49,129,178,Jul,Fall,Clear
4578,2011-07-14,3,0,7,15,0,4,Weekday,1,0.76,0.6667,0.33,0.2985,42,138,180,Jul,Fall,Clear
4579,2011-07-14,3,0,7,16,0,4,Weekday,1,0.76,0.6667,0.33,0.1343,43,231,274,Jul,Fall,Clear
4580,2011-07-14,3,0,7,17,0,4,Weekday,1,0.74,0.6515,0.37,0.1343,78,517,595,Jul,Fall,Clear
4581,2011-07-14,3,0,7,18,0,4,Weekday,1,0.72,0.6515,0.42,0.194,94,484,578,Jul,Fall,Clear
4582,2011-07-14,3,0,7,19,0,4,Weekday,1,0.72,0.6515,0.39,0.2239,67,333,400,Jul,Fall,Clear
4583,2011-07-14,3,0,7,20,0,4,Weekday,1,0.7,0.6364,0.42,0.2239,81,267,348,Jul,Fall,Clear
4584,2011-07-14,3,0,7,21,0,4,Weekday,1,0.66,0.6212,0.5,0.1343,58,203,261,Jul,Fall,Clear
4585,2011-07-14,3,0,7,22,0,4,Weekday,1,0.64,0.6212,0.57,0.0896,42,134,176,Jul,Fall,Clear
4586,2011-07-14,3,0,7,23,0,4,Weekday,1,0.64,0.6061,0.65,0.2537,27,97,124,Jul,Fall,Clear
4587,2011-07-15,3,0,7,0,0,5,Weekday,1,0.62,0.5909,0.73,0.2239,23,57,80,Jul,Fall,Clear
4588,2011-07-15,3,0,7,1,0,5,Weekday,1,0.62,0.5909,0.73,0.194,7,13,20,Jul,Fall,Clear
4589,2011-07-15,3,0,7,2,0,5,Weekday,1,0.6,0.5758,0.78,0.1642,16,22,38,Jul,Fall,Clear
4590,2011-07-15,3,0,7,3,0,5,Weekday,1,0.6,0.5909,0.73,0.194,1,6,7,Jul,Fall,Clear
4591,2011-07-15,3,0,7,4,0,5,Weekday,1,0.6,0.5909,0.73,0.1642,2,8,10,Jul,Fall,Clear
4592,2011-07-15,3,0,7,5,0,5,Weekday,1,0.6,0.5909,0.73,0.1343,7,16,23,Jul,Fall,Clear
4593,2011-07-15,3,0,7,6,0,5,Weekday,2,0.6,0.5909,0.73,0.1045,12,108,120,Jul,Fall,Cloudy
4594,2011-07-15,3,0,7,7,0,5,Weekday,1,0.64,0.6061,0.65,0.1045,17,257,274,Jul,Fall,Clear
4595,2011-07-15,3,0,7,8,0,5,Weekday,1,0.64,0.6061,0.65,0.2537,50,514,564,Jul,Fall,Clear
4596,2011-07-15,3,0,7,9,0,5,Weekday,1,0.68,0.6364,0.54,0.194,31,176,207,Jul,Fall,Clear
4597,2011-07-15,3,0,7,10,0,5,Weekday,2,0.66,0.6212,0.61,0.1642,59,107,166,Jul,Fall,Cloudy
4598,2011-07-15,3,0,7,11,0,5,Weekday,1,0.7,0.6515,0.54,0.1343,73,137,210,Jul,Fall,Clear
4599,2011-07-15,3,0,7,12,0,5,Weekday,1,0.7,0.6515,0.48,0.194,61,177,238,Jul,Fall,Clear
4600,2011-07-15,3,0,7,13,0,5,Weekday,1,0.7,0.6515,0.54,0.194,85,162,247,Jul,Fall,Clear
4601,2011-07-15,3,0,7,14,0,5,Weekday,1,0.7,0.6515,0.51,0.194,105,160,265,Jul,Fall,Clear
4602,2011-07-15,3,0,7,15,0,5,Weekday,1,0.72,0.6515,0.45,0.1642,74,163,237,Jul,Fall,Clear
4603,2011-07-15,3,0,7,16,0,5,Weekday,1,0.72,0.6667,0.51,0.194,96,265,361,Jul,Fall,Clear
4604,2011-07-15,3,0,7,17,0,5,Weekday,1,0.74,0.6667,0.42,0.2537,104,483,587,Jul,Fall,Clear
4605,2011-07-15,3,0,7,18,0,5,Weekday,1,0.72,0.6515,0.45,0.2239,102,394,496,Jul,Fall,Clear
4606,2011-07-15,3,0,7,19,0,5,Weekday,1,0.7,0.6364,0.45,0.2239,114,280,394,Jul,Fall,Clear
4607,2011-07-15,3,0,7,20,0,5,Weekday,1,0.7,0.6515,0.51,0.2239,92,251,343,Jul,Fall,Clear
4608,2011-07-15,3,0,7,21,0,5,Weekday,1,0.66,0.6212,0.54,0.1045,75,186,261,Jul,Fall,Clear
4609,2011-07-15,3,0,7,22,0,5,Weekday,1,0.66,0.6212,0.57,0.2239,71,152,223,Jul,Fall,Clear
4610,2011-07-15,3,0,7,23,0,5,Weekday,1,0.64,0.6212,0.61,0.1642,41,126,167,Jul,Fall,Clear
4611,2011-07-16,3,0,7,0,0,6,Weekend,1,0.62,0.6061,0.65,0.194,42,68,110,Jul,Fall,Clear
4612,2011-07-16,3,0,7,1,0,6,Weekend,1,0.6,0.5909,0.69,0.1045,24,51,75,Jul,Fall,Clear
4613,2011-07-16,3,0,7,2,0,6,Weekend,1,0.6,0.5909,0.73,0.1343,10,48,58,Jul,Fall,Clear
4614,2011-07-16,3,0,7,3,0,6,Weekend,1,0.6,0.5758,0.78,0.1343,6,20,26,Jul,Fall,Clear
4615,2011-07-16,3,0,7,4,0,6,Weekend,1,0.6,0.5909,0.73,0.0896,9,7,16,Jul,Fall,Clear
4616,2011-07-16,3,0,7,5,0,6,Weekend,1,0.58,0.5455,0.78,0.0896,4,6,10,Jul,Fall,Clear
4617,2011-07-16,3,0,7,6,0,6,Weekend,1,0.6,0.5758,0.78,0.1642,16,21,37,Jul,Fall,Clear
4618,2011-07-16,3,0,7,7,0,6,Weekend,1,0.62,0.5909,0.73,0.1343,14,38,52,Jul,Fall,Clear
4619,2011-07-16,3,0,7,8,0,6,Weekend,1,0.66,0.6212,0.65,0.1642,37,90,127,Jul,Fall,Clear
4620,2011-07-16,3,0,7,9,0,6,Weekend,1,0.7,0.6515,0.54,0.2239,72,150,222,Jul,Fall,Clear
4621,2011-07-16,3,0,7,10,0,6,Weekend,1,0.72,0.6667,0.54,0.194,114,208,322,Jul,Fall,Clear
4622,2011-07-16,3,0,7,11,0,6,Weekend,1,0.74,0.6667,0.48,0.2239,171,225,396,Jul,Fall,Clear
4623,2011-07-16,3,0,7,12,0,6,Weekend,1,0.76,0.6818,0.43,0.2836,187,276,463,Jul,Fall,Clear
4624,2011-07-16,3,0,7,13,0,6,Weekend,1,0.76,0.6818,0.45,0.2985,221,276,497,Jul,Fall,Clear
4625,2011-07-16,3,0,7,14,0,6,Weekend,1,0.74,0.6667,0.45,0.2985,201,232,433,Jul,Fall,Clear
4626,2011-07-16,3,0,7,15,0,6,Weekend,1,0.76,0.6818,0.45,0.3284,205,223,428,Jul,Fall,Clear
4627,2011-07-16,3,0,7,16,0,6,Weekend,1,0.76,0.6818,0.45,0.2836,183,242,425,Jul,Fall,Clear
4628,2011-07-16,3,0,7,17,0,6,Weekend,1,0.76,0.6818,0.45,0.2239,234,241,475,Jul,Fall,Clear
4629,2011-07-16,3,0,7,18,0,6,Weekend,1,0.76,0.6818,0.45,0.2836,185,243,428,Jul,Fall,Clear
4630,2011-07-16,3,0,7,19,0,6,Weekend,1,0.74,0.6818,0.48,0.194,164,242,406,Jul,Fall,Clear
4631,2011-07-16,3,0,7,20,0,6,Weekend,1,0.72,0.6667,0.51,0.2239,108,188,296,Jul,Fall,Clear
4632,2011-07-16,3,0,7,21,0,6,Weekend,1,0.7,0.6515,0.58,0.2239,85,167,252,Jul,Fall,Clear
4633,2011-07-16,3,0,7,22,0,6,Weekend,1,0.7,0.6515,0.65,0.2836,65,136,201,Jul,Fall,Clear
4634,2011-07-16,3,0,7,23,0,6,Weekend,1,0.68,0.6364,0.61,0.2239,61,107,168,Jul,Fall,Clear
4635,2011-07-17,3,0,7,0,0,0,Weekend,1,0.66,0.6212,0.65,0.2239,34,91,125,Jul,Fall,Clear
4636,2011-07-17,3,0,7,1,0,0,Weekend,1,0.64,0.6061,0.69,0.194,16,86,102,Jul,Fall,Clear
4637,2011-07-17,3,0,7,2,0,0,Weekend,1,0.64,0.6061,0.69,0.2239,28,66,94,Jul,Fall,Clear
4638,2011-07-17,3,0,7,3,0,0,Weekend,1,0.64,0.6061,0.69,0.2239,21,26,47,Jul,Fall,Clear
4639,2011-07-17,3,0,7,4,0,0,Weekend,1,0.62,0.5909,0.73,0.1642,4,6,10,Jul,Fall,Clear
4640,2011-07-17,3,0,7,5,0,0,Weekend,1,0.64,0.6061,0.69,0.2239,4,8,12,Jul,Fall,Clear
4641,2011-07-17,3,0,7,6,0,0,Weekend,1,0.62,0.5909,0.73,0.1642,10,11,21,Jul,Fall,Clear
4642,2011-07-17,3,0,7,7,0,0,Weekend,1,0.64,0.6061,0.73,0.1642,20,30,50,Jul,Fall,Clear
4643,2011-07-17,3,0,7,8,0,0,Weekend,1,0.68,0.6364,0.65,0.2239,45,73,118,Jul,Fall,Clear
4644,2011-07-17,3,0,7,9,0,0,Weekend,1,0.72,0.6667,0.58,0.2239,74,110,184,Jul,Fall,Clear
4645,2011-07-17,3,0,7,10,0,0,Weekend,1,0.74,0.6818,0.6,0.2239,127,177,304,Jul,Fall,Clear
